Parameter_set,chi2,ep_RAF_RAF_mod_RASstategtp_double_deltaG,bind_RASstategtp_RAF_kf,bind_RASstategtp_RAF_kD,bind_RASstategtp_RAF_phi,bind_RAF_RAF_kf,bind_RAF_RAF_kD,bind_RAF_RAF_phi,ep_RAF_RAF_mod_RAFi_single_deltaG,ep_RAF_RAF_mod_RAFi_double_deltaG,bind_RAFi_RAF_kf,bind_RAFi_RAF_kD,bind_RAFi_RAF_phi,bind_RAF_MEKphosphou_kf,bind_RAF_MEKphosphou_kD,bind_RAF_MEKphosphou_phi,catalyze_RAFrafiNone_MEK_p_kcat,bind_MEKi_MEK_kf,bind_MEKi_MEK_kD,bind_MEKi_MEK_phi,ep_MEKphosphop_MEKi_deltaG,bind_MEK_ERKphosphou_kf,bind_MEK_ERKphosphou_kD,catalyze_MEKmekiNone_phosphop_ERK_p_kcat,bind_DUSP_ERKphosphop_kf,bind_DUSP_ERKphosphop_kD,DUSP_eq,synthesize_ERKphosphop_DUSP_ERK_gexpslope,synthesize_ERKphosphop_DUSP_kdeg,ep_EGFR_EGFR_mod_EGF_single_deltaG,ep_EGFR_EGFR_mod_EGF_double_deltaG,bind_EGF_EGFR_kf,bind_EGF_EGFR_kD,bind_EGF_EGFR_phi,bind_EGFR_EGFR_kf,bind_EGFR_EGFR_kD,bind_EGFR_EGFR_phi,catalyze_GRB2_RTKSH2ANY_deg_kcat,EGFR_eq,synthesize_ERKphosphop_EGFR_ERK_gexpslope,synthesize_ERKphosphop_EGFR_kdeg,bind_RTK_GRB2_kf,bind_RTK_GRB2_kD,bind_SPRY_GRB2_kf,bind_SPRY_GRB2_kD,SPRY_eq,synthesize_ERKphosphop_SPRY_ERK_gexpslope,synthesize_ERKphosphop_SPRY_kdeg,bind_GRB2_SOS1_kf,bind_GRB2_SOS1_kD,catalyze_ERKphosphop_SOS1_pS1134_kbase,catalyze_ERKphosphop_SOS1_pS1134_kcat,ep_SOS1S1134p_GRB2_deltaG,bind_SOS1_RAS_kf,bind_SOS1_RAS_kD,catalyze_SOS1_RAS_gtp_kcat,catalyze_PP2A_MEK_u_kcatr,catalyze_DUSP_ERK_u_kcatr,catalyze_phosphatase_SOS1_uS1134_kcatr,catalyze_NF1_RAS_gdp_kcatr,BRAF_0,CRAF_0,RAS_0,MEK_0,ERK_0,GRB2_0,SOS1_0,pMEK_IF_scale,pMEK_IF_offset,pERK_IF_scale,pERK_IF_offset
0,31.6599447,0.000100034,1698.00592,0.051113624,1,5698.75085,12.12822513,1,0.005507641,12.91009446,12480.21048,0.029220322,0,64483.18792,0.000106902,1,918005.7892,18170.6051,0.017936494,0,10.13964079,99999942.44,4.35E-05,9999727.378,84890849.58,5.76E-05,991.7727468,0.625091797,0.305599374,0.000167917,0.000133,9759884.99,0.001338552,1,3808.949897,1.364306537,1,8.74137859,8150.573723,1.080177309,0.101983908,1086875.402,0.103189826,43226668.94,0.002346768,4.363317441,12.80207302,0.001225771,11392.20942,0.000611327,0.012300268,2059.626353,9999.807506,3641.296301,0.002050052,1384.267332,0.00010004,9.513262053,0.007881747,0.004696915,1108.14714,12658.65373,45420.60242,68344.67301,53641.21546,45073.8256,6363.386906,2.075052982,0.002449751,3.932720119,0.067748983
1,31.81771616,0.0001,4486.504627,0.09146503,1,1334.306956,5.275980115,1,0.015261721,11.4452594,5150.314029,0.030866342,0,25023.88353,0.000111287,1,381265.9929,10194.1148,0.015494671,0,12.71001725,100000000,3.64E-05,9965085.287,65501818.91,0.015863783,914.4435058,0.641512835,0.316141202,0.000154858,0.007075879,34473022.28,0.00186816,1,1252530.932,11.33667535,1,139.8222383,8167.721107,1.072973806,0.220088479,23719107.86,0.013545231,501992.0161,0.009050442,2.342678436,13.08632826,0.003989834,466854.1352,0.000566086,0.330138041,263560.7532,9996.068648,11721.61196,0.045706419,7349.390438,0.0001,9.398719965,0.008061272,0.000355197,1108.168038,12683.43303,45473.50186,68187.60552,53555.88496,44914.36769,6364.747073,2.134982945,0.001596711,3.962984192,0.061711726
2,32.54364848,0.0001,1698.586586,0.004780676,1,1001.869233,120.2024612,1,0.000239817,9767.244738,1000.082989,0.046762762,0,16091.00908,0.000100003,1,2491592.988,1254.653666,0.043146672,0,1.000683533,99989783.95,1.00E-05,16409.73735,99995210.74,1.13E-05,1678.387282,0.313645247,0.316227158,0.001059368,0.103643642,326260.5545,0.005015823,1,1208986.329,1.007110407,1,5.283363737,8131.741418,0.783212514,0.270906388,604012.1851,0.029931308,13588812.3,0.003840921,5.48187386,9.179719481,0.316227103,1151.759651,0.000100028,0.130303222,1000.06102,344.8088547,1540152.056,0.593256206,1065.922967,0.000195902,0.349818033,0.011626139,0.020310819,1107.922137,12586.08876,45457.73473,59389.11177,77911.32675,45142.99928,6359.435106,18.26345799,0.121369147,4.021444459,0.086472845
3,32.81658784,0.000100214,1356.701609,0.000333622,1,2652.655427,95.45224999,1,0.000268175,9875.219781,1556.924669,0.045843167,0,5442.971496,0.301759867,1,937220.0265,32864.57043,0.003220777,0,15.47424469,99552554.86,1.00E-05,14849.98107,99060295.69,1.11E-05,1691.645353,0.305794507,0.315550941,0.000805797,0.000450061,41159.66298,0.001742594,1,144653.6578,16.49606655,1,7.754401612,8304.209747,0.755614007,0.269201968,1062359.51,0.10027754,18491006.87,0.002193474,8.177187197,8.589701066,0.316042632,6224.717265,0.000151331,0.066713029,1231.656293,176.8757686,9274.745044,0.340054996,1482.775017,0.000222832,0.338533476,0.011354688,0.016288298,1108.048449,12578.61747,45465.21823,59649.6102,78182.755,45512.57106,6359.064646,18.91190162,0.118361576,3.960228547,0.091870684
4,32.89932829,0.0001,1002.272697,0.004239976,1,110242.0702,726.3713899,1,0.000100099,62.60460648,1330.007133,0.036798478,0,9201.829246,0.000106476,1,553826.6499,1000.000253,0.035445562,0,1.356780834,72339967.61,1.00E-05,12723.60242,26018804.03,6.00E-05,1622.584564,0.283918643,0.31622773,0.000768946,6971.41024,21240.12704,0.132699122,1,20836035.56,93.15197345,1,5.151604098,7583.879083,0.827910956,0.10522645,12756686.71,0.000305639,1032.985059,0.00033967,1.822133279,9.01292921,0.118398803,26169.30627,0.00015283,0.018158359,1000,9999.998849,1683.112518,0.000366021,59202.62726,0.000194191,0.93563582,0.012013123,0.000243187,1107.571597,12587.11413,45419.9153,60127.96561,78365.47133,45061.76517,6364.611659,8.03029408,0.103288379,4.077958765,0.0781944
5,32.9171166,0.0001,1588.348035,0.012693831,1,1000.005066,161.2285618,1,0.000269671,9996.533829,2119.634795,0.034475909,0,23053.88328,0.000100061,1,1492807.781,1632.504962,0.041423983,0,1.000000853,99999829.61,1.00E-05,22756.13387,47436357.13,8.78E-05,1606.686409,0.313127189,0.316227763,0.003646372,222.3147306,647894.8831,0.049719848,1,2036881.154,4.972857357,1,999.9871977,8193.962839,0.763036822,0.266924683,881054.878,0.00066522,26467.00747,0.000713992,3.7470774,9.274537659,0.013032649,43463604.48,0.000128852,0.701565233,1607304.572,9999.93714,55069.9865,0.002851329,3805.411357,0.000193287,0.792215279,0.011562638,0.00110666,1107.913897,12588.96714,45442.78922,59986.23713,78438.27244,44869.98558,6367.094563,8.196394741,0.129629503,4.004188039,0.084008672
6,32.9411169,0.000100297,29119.49104,0.000617712,1,11471267.84,98.77581688,1,0.000337663,3467.695381,1097.163977,0.038123817,0,1000.407756,0.725736356,1,512626.3665,27060.57933,0.002405622,0,19.54998597,5158970.803,1.00E-05,1226.308561,21191442.98,0.000305263,1567.859349,0.308769667,0.001000001,0.000133693,0.051369333,3710.012561,0.015125649,1,542586.2827,1.839312024,1,13.55227982,8440.473487,0.708011725,0.081341658,1224168.556,0.00012259,25021596.13,0.000404621,1.330471114,7.802611437,0.003056007,12149311.3,0.00023757,0.016291091,539759.3076,9959.290491,1474550.464,0.002817186,1793.874143,0.000410691,0.065111588,0.011978069,0.361894264,1107.205591,12570.03711,45465.37631,59575.41139,79664.75778,45810.70232,6363.564787,99.89104581,0.112783986,3.942745639,0.087551195
7,32.95948011,0.0001,1455.793011,0.005006298,1,4059.541823,179.8435679,1,0.000150891,9972.106316,2229.988739,0.043431441,0,6712.066027,0.342848308,1,1793802.893,36261.95795,0.003157934,0,14.8713488,88925697.44,1.00E-05,14209.75107,93127885.01,1.00E-05,1682.940105,0.311183327,0.316219218,0.001766166,0.005820633,17693584.32,0.000342871,1,205423.7249,3.416579573,1,7.165919746,8102.45355,0.789107225,0.238880918,343278.9238,0.040919233,1001.704581,0.006838767,5.354921393,9.322321577,0.056030788,1069.550414,0.000122581,0.163697633,1000.004099,567.7768486,1753.81403,0.006529544,163518.5585,0.000100004,0.475100196,0.011656084,0.000103016,1108.104095,12573.16544,45442.60193,59600.69307,77563.98077,45067.83649,6361.098345,13.30974424,0.121219612,3.990170192,0.091677004
8,32.96532571,0.0001,2569.947669,0.038885404,1,17270.31027,10.6640023,1,0.002490474,9999.996776,1000.761847,0.044718001,0,36656.59236,0.00014077,1,18917.19367,100000000,0.000337527,0,5.301062077,39299404.54,1.00E-05,352048.0637,9793786.672,2.27E-05,1089.870255,0.615625584,0.316227125,0.002001885,0.083674489,1299276.041,0.001836169,1,567864.6443,131.6203041,1,999.5080126,8367.782437,1.035391463,0.126577954,907793.7952,0.481870101,1004.664623,0.000873426,0.117648412,12.00837772,0.002023466,15332.92389,0.000171172,0.450855415,1000.46682,10000,74388.87315,0.000326264,1442.182197,0.003787848,0.200225916,0.009001984,0.001793357,1108.016684,12604.93295,45422.28313,68087.64921,55655.28615,45282.3774,6362.043877,2.317879796,0.079847718,3.930448499,0.088168514
9,32.9982188,0.0001,2244.891988,0.038612362,1,19098.20673,10.40824173,1,0.002497255,9999.998388,1010.005596,0.044271528,0,38577.37209,0.000100001,1,19541.78676,99452047.79,0.000346152,0,6.200390754,72771569.22,1.00E-05,541814.0341,29507062.05,0.002464519,1113.576302,0.611487833,0.314910992,0.001675958,0.674660665,60687775.67,0.015077862,1,420829.6297,16.18246178,1,999.3435183,8380.581232,1.035589218,0.131981275,2965.336,0.000107821,1035.362617,0.000920892,3.724811933,12.009559,0.004538541,14109.52521,0.000174533,0.480979703,1002.534992,10000,95676453.79,0.058080228,9238.468237,0.003777065,0.229904234,0.009021817,0.000282281,1108.025767,12605.17386,45425.51921,68079.69791,55557.29469,45293.11604,6362.194765,2.294205941,0.079059681,3.928323455,0.088797856
10,33.05010802,0.000100002,2399.851948,0.039767068,1,14479.90291,10.15735216,1,0.002587752,9941.7853,1038.406505,0.04453258,0,34737.48322,0.000119754,1,18990.53807,100000000,0.000322374,0,5.562381987,41470309.83,1.00E-05,378356.7881,11126836.33,0.000219727,1089.380181,0.615292356,0.31622596,0.009734314,0.3325196,32774704.14,0.013522322,1,19339.80585,95.3222116,1,124.185071,8429.819198,1.024359973,0.145969433,5540498.352,0.001601856,25121.58865,0.001011879,7.267646082,11.96398941,0.001722216,12477.65404,0.000188486,0.437642611,1042.788925,9999.985033,81459115.48,0.387185166,3406.267415,0.003599606,0.195603405,0.008917937,0.000752053,1107.992167,12606.62197,45426.80576,68054.18542,55699.09002,45310.74783,6361.031555,2.32153759,0.078795865,3.925870864,0.088743266
11,33.12904904,0.000100042,4664.508728,0.000915166,1,1914.463849,485.1347343,1,0.000100233,9016.116194,5958.449872,0.029561139,0,36785.19054,0.000163554,1,1774124.895,2757.767124,0.039755066,0,1.005714645,99996405.73,1.00E-05,22202.84413,44160267.96,0.000174843,1623.686389,0.286584693,0.00171878,0.000101012,4793.303519,333977.239,0.02497638,1,29624.51848,1.733125435,1,9.954204095,8405.358085,0.706957459,0.1420552,68725.23127,0.018150709,1000,0.001325838,9.998735523,8.198463641,0.001910199,44268.34644,0.000100355,0.010001195,7522.399253,94.50685262,1746.096533,0.99836677,109555.8947,0.000266367,0.797910501,0.011703787,0.000226389,1108.589319,12537.05699,45296.70068,59876.82175,79259.76676,45594.07193,6357.917965,8.174255289,0.138832469,3.825120703,0.088195968
12,33.20177265,0.000100399,1003.088243,0.005688344,1,1375.702321,463.9432281,1,0.000166768,34.17916117,2049.556288,0.035883685,0,10564.49106,0.000939557,1,1088984.855,3082.955173,0.021333913,0,2.390693991,68292630.31,1.00E-05,13087.42181,65985440.46,4.22E-05,1610.27904,0.283407305,0.316227715,0.002245453,0.244310285,98998911.61,0.001057541,1,53286.99133,614.9868082,1,7.793355009,7378.032263,0.848933321,0.075890412,12322601.1,0.004056953,1049656.284,0.003889341,8.012629285,8.899146576,0.316227766,1810.933113,0.00028699,0.015049679,1000.045615,2768.56204,65728337.86,0.663739861,2236.211569,0.0001,1.026295253,0.012019872,0.004924615,1107.388375,12594.34454,45422.3281,60004.58411,78105.23259,45220.40525,6362.861352,7.421086949,0.075496071,4.078321886,0.07569243
13,33.2239286,0.000102297,1075.844193,0.000197658,1,2937.720474,299.107739,1,0.000160907,3070.555135,7212.425497,0.040243246,0,53821.98737,0.000501019,1,11914262.1,3533.173952,0.044550425,0,1.004702603,99923376.31,1.02E-05,17537.27249,11276534.16,2.90E-05,1696.414047,0.256008538,0.001001841,0.540544897,0.000170446,1292.593894,0.919765175,1,16721.42903,280.4992601,1,704.7368972,8056.513145,0.764983511,0.045598643,2601610.34,0.00018422,1033.64579,0.000224958,1.130038186,8.78168013,0.004157858,79468861.28,0.000102697,0.525119466,2743761.703,9979.904375,274639.5318,0.000447416,3167.054012,0.000122844,0.468028453,0.011996984,0.004556924,1108.757218,12571.69916,45467.62401,60082.88804,79067.7481,45176.31678,6367.504785,16.65009554,0.116173166,4.026471162,0.085937159
14,33.29052783,0.000100001,1673.060901,0.00139744,1,3810.416245,161.0290868,1,0.000161237,9970.537701,1789.95404,0.045438237,0,5004.126157,0.454766693,1,1664240.896,33599.28225,0.003058662,0,15.62574742,99968215.56,1.00E-05,15179.1887,99956759.9,1.12E-05,1694.005788,0.308379876,0.316227111,0.003175097,0.007922551,763997.7508,0.000170426,1,20877373.94,7.044826471,1,5.727345466,8257.590841,0.764146908,0.273352909,1603915.632,0.034208199,1002.010056,0.002100959,2.37674818,8.49618421,0.31622722,44280777.72,0.004668913,0.220968186,1000,6.381599867,3903.927916,0.332179632,1668.19959,0.000100009,0.392116556,0.011576158,0.016068021,1108.113255,12571.81293,45447.17891,59597.89353,78031.82962,45593.15752,6363.171962,16.11072446,0.124494123,3.956652233,0.093520758
15,33.2988461,0.000100028,4929.530636,0.004547057,1,4639.560369,372.9499901,1,0.000100136,9825.200915,6600.446876,0.03066819,0,12351.7465,0.229154183,1,2064158.917,62072.65477,0.002925888,0,15.14189325,99988183.83,1.00E-05,19036.67125,34454721.2,0.000186001,1667.789326,0.278960087,0.002460573,0.000207833,97.71132219,291905.0242,0.024009865,1,80241.06237,13.72923504,1,13.85971819,8438.785345,0.709621573,0.132769729,3774584.307,0.01025214,1044.268577,0.001814393,0.414886143,8.213592643,0.00235873,283736.1751,0.00049201,0.091865582,64709.13881,26.28423189,29139.22118,0.595547656,1558.083936,0.000100001,0.764651562,0.011585034,0.01373639,1108.816781,12532.26472,45443.1136,60041.13453,78986.51817,45620.73837,6361.905444,8.658230431,0.134933762,3.828593873,0.091276294
16,33.3186315,0.000100004,3721.385233,0.000305216,1,1079.001479,463.5535699,1,0.000100002,9982.585533,3481.964107,0.030867996,0,23141.79276,0.000100074,1,1375345.434,1795.753866,0.040002032,0,1.001550972,99942491.06,1.00E-05,19391.00061,24686906.94,0.000124541,1631.992355,0.284221463,0.002758823,0.002692945,9999.993783,8056.422988,0.046798181,1,4731427.176,2.341515629,1,10.0644517,8320.632101,0.71758929,0.143461561,33175720.23,0.000380463,10684149.34,0.001857159,5.681594362,8.049882922,0.001039044,2494922.904,0.000204034,0.014353164,851952.2613,59.08958774,1748.854062,0.011501913,68990.93329,0.000264938,0.679350334,0.011667513,0.000389553,1108.877828,12539.26989,45140.76762,59892.11365,79215.17756,45824.98062,6346.294475,9.707943386,0.140958321,3.847922257,0.086730608
17,33.45246894,0.0001,4064.061675,0.007242776,1,44362835.83,61.59279468,1,0.002640096,7245.570725,116551.5276,0.015518444,0,140026.9502,0.000883025,1,104095.2805,1000.000138,0.059085116,0,2.77636167,99968622.99,1.68E-05,938048.7736,27496557.21,0.001217755,943.1696994,0.620503749,0.316227737,0.000102234,0.000654274,127585.2973,0.00196345,1,671109.4744,2.802108645,1,5.612643269,8110.613571,1.050048116,0.100123354,274643.8067,0.054536969,30151.05271,0.05473707,0.335490703,12.86188908,0.316227759,84868.52221,0.507457388,0.012425477,1000.106201,5622.777134,7448061.431,0.022858462,1065.484362,0.00160282,10,0.008342641,0.006607358,1107.364942,12691.31928,45444.72503,68176.99262,53888.66688,44724.99596,6367.05278,1.784430386,0.093086088,3.667957374,0.087387453
18,33.52020169,0.0001,23524.10504,0.000115553,1,6042.969607,228.8154946,1,0.000141497,9923.63815,3693.601688,0.03270449,0,15230.57957,0.071433492,1,501883.4792,38768.78048,0.004210065,0,11.63469224,99950278.83,1.02E-05,17777.96472,30613907.1,0.000106559,1702.646422,0.268915967,0.00205234,0.003351969,0.006815327,1004.440233,0.000112184,1,156822.2498,71.71583181,1,8.062411862,8320.924855,0.727571502,0.140287488,15362362.54,0.022051551,391955.3349,0.002647979,0.656252453,8.121626441,0.001850604,78621.18946,0.000513437,0.195023591,50250.55931,35.97390969,30548.07231,0.158927562,3738.440561,0.000489398,0.764602564,0.011537157,0.061616752,1108.880356,12528.95559,45434.32497,59969.95183,78796.40069,45739.40492,6355.583224,9.090419389,0.121441829,3.854872071,0.089832588
19,33.53928969,0.000100386,1526.170062,0.002759573,1,15342.64371,404.4417026,1,0.000100202,761.7245624,5274.838046,0.033867467,0,40359.33205,0.001628612,1,733229.2474,17393.65694,0.016993342,0,3.249111879,95561273.77,1.00E-05,18494.16892,51440519.99,0.000138998,1756.44874,0.247815321,0.001039747,0.010630658,424.2466777,3192634.041,0.021225174,1,184761.5513,28.3729949,1,588.7943176,8350.35444,0.713190016,0.149222383,619094.6343,0.010080391,1826735.085,0.002754826,0.100330176,8.232923747,0.002377013,2074500.482,0.000729339,0.01685109,728001.426,35.73084525,51024429.78,0.036957149,3093.663547,0.000605244,1.002959029,0.011639207,0.002552301,1107.537628,12592.02566,45437.86009,59892.08882,79219.09742,45631.43747,6358.411926,7.598948392,0.094083336,3.832027085,0.087085442
20,33.63958421,0.000132794,5779.904996,0.000131455,1,1145.558468,15.59443771,1,0.034057331,36.90429388,230822.149,0.016365442,0,373873.3419,0.000100742,1,5351092.521,494981.5827,0.007562907,0,2.763330051,23336373.12,1.14E-05,94333.78496,99996488.62,7.51E-05,1260.899202,0.476066059,0.002901568,0.000124226,0.000558671,2260431.288,0.004964067,1,3070107.199,14.13712539,1,6.817215614,8020.758496,0.959996103,0.080909236,498946.4879,0.075549223,1398162.469,0.001603296,9.370296861,10.86797598,0.00411612,14546.01463,0.00046315,0.010009286,1001.338766,9860.652408,1507.034033,0.103104379,6882.47496,0.000100006,1.052399396,0.009059024,0.000965339,1106.327251,12783.13131,45405.82176,66771.99466,58885.38651,45274.20052,6362.134117,2.156485339,0.00386722,3.70678605,0.081512573
21,33.6885223,0.0001,35231.71142,0.003099292,1,11540.58755,216.4936438,1,0.000101118,6502.557033,9781.533801,0.044582228,0,67497.11961,0.017561615,1,3598664.917,106802.0232,0.00798253,0,8.835153922,99979771.53,1.12E-05,14306.63707,21401656.04,3.64E-05,1869.042513,0.189397028,0.001058904,0.003446207,0.128869285,1016.909606,0.000145698,1,15320168.08,9.339092781,1,9.789741402,8245.875437,0.735093614,0.115783624,5040.510921,0.037986851,139462.0934,0.000490223,0.10311591,8.256229374,0.029662843,12084829.57,0.000350046,0.011340047,553525.9296,9918.273958,1301084.041,0.002446368,1269.608116,0.000367134,0.755939989,0.011697526,0.29210804,1108.502916,12542.8278,45513.68296,60077.00724,78706.88417,45636.04923,6364.061824,12.58744831,0.050566237,3.907809191,0.083417152
22,33.71782085,0.0001,33509.47857,0.002934206,1,92894.18525,97.03389174,1,0.000270256,4748.780107,1159.917257,0.043969792,0,1858.888497,0.819641633,1,472228.6804,35860.53958,0.002698648,0,17.73135521,99950672.38,1.00E-05,15213.47972,97153309.66,1.33E-05,1700.673678,0.299423912,0.316204394,0.0055338,9984.419275,65230.966,0.004203129,1,1168850.481,35.91418372,1,10.53467277,8473.911227,0.733641297,0.222409355,9037388.663,0.000100029,399109.0539,0.002716846,0.101300302,8.384941945,0.31620933,732261.3805,0.000938735,0.010455518,570301.3899,24.44408696,63638.15792,0.014352261,114681.3271,0.000100026,0.521512749,0.011341744,0.00568517,1108.148697,12569.86664,45415.92353,59780.77074,78180.66496,45685.73854,6359.695613,12.49152179,0.115943827,3.950422535,0.092623759
