Parameter_set,chi2,ep_RAF_RAF_mod_RASstategtp_double_deltaG,bind_RASstategtp_RAF_kf,bind_RASstategtp_RAF_kD,bind_RASstategtp_RAF_phi,bind_RAF_RAF_kf,bind_RAF_RAF_kD,bind_RAF_RAF_phi,ep_RAF_RAF_mod_RAFi_single_deltaG,ep_RAF_RAF_mod_RAFi_double_deltaG,bind_RAFi_RAF_kf,bind_RAFi_RAF_kD,bind_RAFi_RAF_phi,bind_RAF_MEKphosphou_kf,bind_RAF_MEKphosphou_kD,bind_RAF_MEKphosphou_phi,catalyze_RAFrafiNone_MEK_p_kcat,bind_MEKi_MEK_kf,bind_MEKi_MEK_kD,bind_MEKi_MEK_phi,ep_MEKphosphop_MEKi_deltaG,bind_MEK_ERKphosphou_kf,bind_MEK_ERKphosphou_kD,catalyze_MEKmekiNone_phosphop_ERK_p_kcat,bind_DUSP_ERKphosphop_kf,bind_DUSP_ERKphosphop_kD,DUSP_eq,synthesize_ERKphosphop_DUSP_ERK_gexpslope,synthesize_ERKphosphop_DUSP_kdeg,ep_EGFR_EGFR_mod_EGF_single_deltaG,ep_EGFR_EGFR_mod_EGF_double_deltaG,bind_EGF_EGFR_kf,bind_EGF_EGFR_kD,bind_EGF_EGFR_phi,bind_EGFR_EGFR_kf,bind_EGFR_EGFR_kD,bind_EGFR_EGFR_phi,catalyze_GRB2_RTKSH2ANY_deg_kcat,EGFR_eq,synthesize_ERKphosphop_EGFR_ERK_gexpslope,synthesize_ERKphosphop_EGFR_kdeg,bind_RTK_GRB2_kf,bind_RTK_GRB2_kD,bind_SPRY_GRB2_kf,bind_SPRY_GRB2_kD,SPRY_eq,synthesize_ERKphosphop_SPRY_ERK_gexpslope,synthesize_ERKphosphop_SPRY_kdeg,bind_GRB2_SOS1_kf,bind_GRB2_SOS1_kD,catalyze_ERKphosphop_SOS1_pS1134_kbase,catalyze_ERKphosphop_SOS1_pS1134_kcat,ep_SOS1S1134p_GRB2_deltaG,bind_SOS1_RAS_kf,bind_SOS1_RAS_kD,catalyze_SOS1_RAS_gtp_kcat,catalyze_PP2A_MEK_u_kcatr,catalyze_DUSP_ERK_u_kcatr,catalyze_phosphatase_SOS1_uS1134_kcatr,catalyze_NF1_RAS_gdp_kcatr,BRAF_0,CRAF_0,RAS_0,MEK_0,ERK_0,GRB2_0,SOS1_0,pMEK_IF_scale,pMEK_IF_offset,pERK_IF_scale,pERK_IF_offset
23,33.78211292,0.000100651,212841.034,0.002362906,1,36387.59146,17.79884496,1,0.002773736,7906.691245,15296.82471,0.028671885,0,14633.03226,0.285592122,1,488689.1086,249306.2866,0.003012908,0,2.077355389,356545.9355,1.01E-05,25345.75427,98868990.54,1.57E-05,1235.882862,0.483663668,0.004041751,0.000105964,0.339390858,1194.641755,0.008625145,1,1893444.85,1.000178664,1,7.34325482,7843.681312,0.944524755,0.03762624,23911451.5,0.018688908,18196812.91,0.000692906,0.393902329,8.411716205,0.001209351,34606.16228,0.00023918,0.057868457,6037.35398,15.66114462,2894394.272,0.000696468,1663.567204,0.000100109,0.277066777,0.01021334,2.842087209,1108.777106,12532.42113,45532.44063,65086.53175,64946.83323,46300.30693,6346.966265,2.80064922,0.009262271,3.909968675,0.088041447
24,33.83039972,0.000100058,99960048.92,0.011724946,1,1000.006171,4.17984416,1,0.012671854,52.95743722,65097.00981,0.03655396,0,690212.9605,0.000688435,1,12938028.69,1000.506858,0.122282768,0,1.182223533,99776248.31,1.01E-05,4433591.236,14601718.11,0.009337102,753.7347529,0.664337304,0.202173104,0.000694876,0.092763977,7439.282312,0.002193334,1,5738.317976,50.40242012,1,3.778119497,8594.562616,0.972613605,0.099199703,1002.375816,0.003191748,147820.1266,0.001962763,3.732801535,11.17716597,0.001132835,7405588.904,0.000250273,0.494256512,2558389.182,6234.234296,3758139.787,0.001603269,12555.38689,0.000107832,9.602036887,0.008684909,0.365308317,1107.618345,12576.26471,45522.98064,68373.90434,55330.45607,45667.54654,6363.320825,2.162328089,0.097618594,3.836428601,0.08119903
25,33.88880581,0.0001,1910.198853,0.000114818,1,4956.771968,1.000004456,1,0.000715051,4048.166532,76805669.65,0.0001,0,4733.098907,0.66750593,1,820070.7086,43784.95826,0.001955275,0,19.17617878,98426309.16,1.00E-05,18446.54349,9245746.675,1.52E-05,1569.090923,0.334159753,0.316227766,0.000448121,62.05112218,3176.827621,0.085210535,1,70138.01652,1.328614617,1,557.7601471,8372.912641,0.748531422,0.19592043,46570.21468,0.000499353,22599.62069,0.001986709,0.101795398,9.23796299,0.011973189,99883591.54,0.000321935,0.010069192,9981946.779,9919.966145,16122.36355,0.008459965,3177.662216,0.000100001,0.726101793,0.011462682,0.001210216,1108.106647,12582.58492,45440.45277,60624.11755,78403.43855,44865.33966,6365.973992,9.13238767,0.154100382,4.100360007,0.089345057
26,34.0404053,0.000100007,1898.676784,0.042173194,1,17010.02923,9.475498605,1,0.002598121,9816.614127,1140.164593,0.044262849,0,38384.38353,0.000129715,1,18622.72285,99995374.21,0.000346633,0,6.047580054,43632335.5,1.00E-05,335929.01,13874201.9,0.001071654,1097.541422,0.610872264,0.314181181,0.00100906,1.274147179,5590275.354,0.005489939,1,16855.96303,242.1591759,1,457.0248976,8556.479024,1.002763304,0.13144005,61822.89528,0.020952027,135560.2934,0.000244298,4.08498925,11.11191166,0.001434062,98901873.84,0.000469422,0.644460237,1483.396773,9906.708174,34455.20435,0.000369807,3056.295767,0.003910708,0.232184842,0.008909263,0.000876351,1108.076948,12617.3741,45433.03088,68008.67599,55560.05667,45712.22177,6360.083977,2.286377581,0.079404967,3.882605317,0.090597462
27,34.09166738,0.0001,28193.94512,0.001372845,1,3378881.881,55.2103703,1,0.000468827,480.1491673,1000.96352,0.039291566,0,17733.16357,0.000107325,1,300828.1965,9055.531383,0.014419615,0,13.96151284,99999670.73,2.70E-05,9964706.694,43787523.16,0.000802009,918.5101292,0.652735758,0.261598176,0.001909322,0.095439956,32694.9675,0.000183507,1,125742.1987,16.8948955,1,3.521941427,8696.354998,0.996284018,0.181696904,417370.4523,0.000391625,646655.7595,0.001129062,9.953352707,11.04435124,0.001374156,12217286.26,0.000100043,0.244584951,2645430.522,9980.485086,1874496.311,0.007291903,1755.912013,0.000100002,8.165716427,0.008441882,0.644680279,1109.463196,12526.59309,45510.37248,68392.10329,53927.50031,45966.3945,6361.923756,2.225557791,0.002126063,3.965251134,0.073228677
28,34.12028116,0.000100269,183992.3558,0.000180591,1,164196.5017,183.9570007,1,0.000167667,8512.653575,9847.939911,0.036535672,0,15204.42393,0.472554954,1,2520849.337,54482.66591,0.002953243,0,15.9223791,58530605.92,1.24E-05,12148.41054,27661171.54,0.000241935,1754.933967,0.269675691,0.00106074,0.02956203,397.8749252,127255.0395,0.024700495,1,5481.131733,8.206896946,1,19.30636266,8567.300497,0.705828369,0.118024348,8299.748834,0.00033787,87236376.87,0.002160116,1.400434496,8.006307387,0.006638919,67645.04344,0.000313412,0.654570879,27634.04688,92.64417537,344198.1565,0.000780153,228812.228,0.000171699,0.48699336,0.011368745,0.010077839,1109.142355,12521.84922,45185.51432,59696.78739,78744.2589,45877.33163,6353.568404,13.52992347,0.1419888,3.862359994,0.094792883
29,34.12869959,0.0001,13236.20089,0.000103201,1,1808.91979,210.3339995,1,0.000139154,9862.119486,2218.123944,0.037964798,0,29804.35997,0.000107464,1,1431860.768,2248.877762,0.041378433,0,1.000312595,100000000,1.00E-05,20396.10035,94954490.98,3.02E-05,1661.001214,0.314889795,0.316227766,0.000260874,1811.688218,40138197.91,0.01614653,1,60109370.53,3.98640837,1,5.605335257,8555.054292,0.732241257,0.222808647,1372.450817,0.000196877,392065.249,0.002383581,1.112047629,8.281565975,0.001299434,1836696.211,0.000100084,0.012366972,517846.3267,207.9810517,8586.692489,0.000469883,125558.2604,0.000320137,0.63969405,0.011408043,0.00149241,1108.219047,12563.42959,45492.48599,59778.55874,77833.31896,45748.95412,6357.209299,9.485267168,0.136780008,3.972479768,0.090881781
30,34.17459922,0.000100012,56134.53507,0.00126617,1,653873.7608,262.6400002,1,0.000100487,3663.312434,5026.553624,0.040287785,0,11359.35233,0.595297132,1,2532507.324,100281.9892,0.002801719,0,14.50212186,99880951.28,1.00E-05,18446.12342,98918009.82,2.14E-05,1630.720347,0.337765976,0.316226739,0.005324719,0.007413005,1011.694968,0.000717608,1,1459459.474,41.29693023,1,6.257653044,8392.43256,0.764384338,0.146276998,22746700.01,0.02689017,646884.7158,0.002740865,0.394761536,8.413760199,0.001000213,11282588.53,0.000634603,0.072271312,5071846.02,36.11668821,48268.87535,0.016052306,58393.20865,0.000139759,0.393715434,0.01118681,0.012426513,1108.770672,12532.17411,45453.22262,59603.90859,77407.40706,45760.24173,6357.523732,14.61121866,0.138137712,4.010902454,0.096489065
31,34.32914267,0.0001,22910.08603,0.000134069,1,6740.687599,222.4193207,1,0.000112447,6714.627426,3733.027936,0.037968936,0,12278.67742,0.320445253,1,2222668.323,78423.68406,0.002874147,0,16.22507153,99996428.75,1.00E-05,19448.45113,88415052.67,3.25E-05,1673.783029,0.310722882,0.316227766,0.000102687,987.099132,11809321.88,0.016593038,1,121207.7223,1.017189202,1,5.885271072,8546.960955,0.732266451,0.163213977,54260.95461,0.017098801,223367.1382,0.002620739,1.627609886,8.243335162,0.013997151,581934.5601,0.000358088,2.109402032,239197.0119,58.20207792,22655.30744,0.000226337,302239.9578,0.000100011,0.669151018,0.011418402,0.001079549,1108.615611,12534.62282,45461.26749,59889.40798,77813.90672,45754.04658,6357.276049,9.17590765,0.130979661,3.949484757,0.095207042
32,34.356852,0.0001,21839.86955,0.000133552,1,6323.128096,245.6295203,1,0.000100087,9042.821537,3756.354056,0.037544084,0,13217.98912,0.279010611,1,2280733.491,78262.47355,0.00291999,0,15.99823161,99991789.32,1.00E-05,20090.52196,95613146.4,2.35E-05,1672.927884,0.31200101,0.316227766,0.000497815,0.127785998,35313.33952,0.002067375,1,303328.83,63.46060674,1,5.008935508,8556.974741,0.730887812,0.171254282,3777470.314,0.000137912,1013.673656,0.002360117,0.429800603,8.220267304,0.001020966,628445.7159,0.000152722,0.010041819,196191.7857,137.5928955,13564.76362,0.004696248,61361.01149,0.000100003,0.692171415,0.011417511,0.004962786,1108.636237,12532.80983,45457.95559,59867.90488,77726.17749,45770.84497,6359.81745,8.850119401,0.129908186,3.956428667,0.094907978
33,34.38309082,0.24397206,547344.1113,0.000100045,1,1003.773232,1.002846698,1,0.061220424,3.741766625,17605.85456,0.037047141,0,57560.10798,0.000177033,1,2355212.567,7715.616977,0.033605833,0,1.621533943,48162201.46,1.06E-05,12078.39449,37774808.38,6.70E-05,1587.265293,0.254411292,0.001815907,0.005393106,0.010272393,19980.46218,0.004089056,1,3076301.378,4.443284115,1,7.431690248,7805.129264,0.770365267,0.005487776,18224.41137,0.003099688,5214.489412,0.016567548,0.488543107,8.681989215,0.001810494,1024.63942,0.072479899,0.016369989,127695.5403,9812.401722,6369665.41,0.006587703,76480.69749,0.00040162,0.733725179,0.012434166,0.000102292,1107.422135,12583.93076,45731.50774,60279.7913,80002.86134,44952.33235,6369.294353,11.31323999,0.078767242,4.063617641,0.077901493
34,34.42535452,0.000100002,71365.44366,0.003694719,1,443591.2388,241.8830466,1,0.000100471,3748.828561,4883.689341,0.039134671,0,9070.447626,0.867051093,1,2159834.43,67334.05975,0.002657923,0,17.49081676,99777341.9,1.07E-05,18168.45929,55974226.39,4.14E-05,1684.881028,0.305874231,0.316225946,0.000774892,9682.93976,4029.734746,0.116787344,1,433069.1923,3.373345002,1,5.895789509,8555.487675,0.729134705,0.168780753,7654952.144,0.000522881,21849763.97,0.002582825,0.10109386,8.248907621,0.001005359,713225.283,0.000189857,0.010030362,282548.958,103.7536276,7633454.653,0.444132383,22605.05458,0.000100007,0.5396729,0.01138963,0.03294125,1108.903464,12531.47061,45417.44825,59891.41722,77904.88844,45786.16616,6356.026658,11.28893572,0.143286855,3.938935416,0.096175198
35,34.53255637,0.159471864,544018.2637,0.0001,1,1001.577385,1.066977646,1,0.106895545,3.493070025,46381.67624,0.026790158,0,110256.7077,0.000101121,1,2077309.131,19955.7406,0.02421744,0,3.463223972,3138083.967,0.000141226,1455689.368,96195064.46,4.18E-05,1214.511272,0.49775554,0.001734995,0.000198366,0.05938119,1872804.697,0.001522434,1,3605679.992,19.21421872,1,4.571494209,8009.029623,0.984674252,0.003268471,5062036.823,0.008162339,448868.9142,0.041168863,3.805515928,11.54332677,0.002275757,152563.4918,0.978010697,0.020514127,1560.192874,2387.004402,139046.0993,0.058380107,27744.31969,0.000100093,0.068453442,0.008795983,0.000192957,1108.064344,12657.01399,46135.32454,67166.35646,59238.64008,44824.17964,6367.511236,2.408944443,0.004280886,3.794800735,0.092064066
36,34.56549067,0.000100148,33014.25033,0.001982625,1,1972.980123,96.28191287,1,0.00049436,613.9204356,6222.129704,0.0323827,0,48734.60944,0.000625795,1,4253512.271,3571.566576,0.038889103,0,1.199415619,99918682.75,1.00E-05,23428.64922,40583303.88,0.000251003,1677.056252,0.267086668,0.001778658,0.001999349,7883.318805,22566.93926,0.00117878,1,37499393.18,65.23664681,1,56.77358515,8467.09768,0.699934306,0.106650877,1385703.934,0.000272763,52810.43685,0.002661767,0.414358059,7.803705115,0.004689387,41816.41238,0.000583097,0.068844153,92370.63943,31.23826394,230702.0003,0.000286406,16905.91885,0.000140212,0.892212698,0.011844887,0.014946157,1108.084475,12568.59986,45368.86974,59987.04378,79663.7544,45872.649,6355.925675,7.882408716,0.134152858,3.847106685,0.089149147
37,34.66585327,0.000104297,5027.272309,0.000408416,1,1111.728783,19.93281289,1,0.027682294,27.20128245,520630.8636,0.016158078,0,1062573.425,0.000112212,1,14507546.79,1016714.811,0.008335612,0,3.381317094,18139299.85,2.81E-05,150659.6867,96581796.64,0.000121362,1508.721294,0.363619956,0.225048307,0.000109706,2.32118449,133604.8488,0.037374995,1,17609.87,9.392587509,1,5.366011882,8101.176608,0.908268097,0.086898854,607323.3515,0.00319153,5520.717824,0.001418522,0.355200812,10.64149046,0.004309163,23508.88546,0.00063937,0.01772006,1014.294756,9343.484511,1010.012619,0.594968729,7689.167648,0.000100213,1.4286561,0.009258018,0.000770585,1107.421294,12802.0291,44644.11827,66878.68728,60403.72477,45258.24926,6346.036125,2.11079487,0.018918729,3.682650972,0.077173094
38,34.66901391,0.000101331,88672.39935,0.000469343,1,8540.350407,82.82907665,1,0.000964455,76.57353383,18248.27134,0.036418423,0,98531.00215,0.00026652,1,52361842.5,11052.65744,0.035031897,0,1.31945986,97604344.7,2.24E-05,50788.27939,20889266.47,2.80E-05,1638.652557,0.274880652,0.001148281,0.000782564,1.012406695,1323.89853,0.010221567,1,3637.698743,26.84069086,1,4.919948174,8114.33512,0.747506201,0.047750939,3267.781276,0.002764136,5454610.699,0.002172643,0.408189945,8.217667121,0.31622259,1109.326404,0.002191982,0.010584136,921064.3009,7.258946775,71627.72705,0.033827172,85978.85159,0.000100005,0.21947673,0.011974725,0.016799615,1107.951628,12588.97149,45381.11059,59594.06359,80120.66772,45514.96572,6359.949101,31.23644923,0.122969122,3.998406649,0.085127604
39,34.68470405,0.000100027,46293.71461,0.001309905,1,216199.1738,198.8954692,1,0.000115591,9991.964445,2102.432784,0.04110193,0,14052.28696,0.163656847,1,669136.4686,55505.74549,0.00348199,0,14.69701272,99790911.61,1.00E-05,16328.40937,63863619.69,5.27E-05,1725.90235,0.289965901,0.315788762,0.001023287,235.7413358,179155.2255,0.026353249,1,7698806.424,1.259676072,1,13.03282909,8657.365039,0.718525822,0.154246085,3236399.311,0.053735504,94467373.34,0.002719026,0.52517433,8.287748624,0.002809758,367442.4769,0.000775032,0.01001098,142205.5839,27.6872811,110226.6275,0.009015845,31583.5054,0.000430669,0.610226087,0.011400668,0.0195007,1108.75395,12526.78605,45398.93761,59896.11445,77863.09633,45763.74848,6356.63288,10.67366234,0.124099194,3.955112398,0.093117528
40,34.97989259,0.000100102,21366.47554,0.000502685,1,3890.338759,74.89690991,1,0.00017114,9944.850298,1840.497534,0.071392538,0,11901.78553,0.081340107,1,7726967.579,79234.35921,0.004693696,0,22.43934987,78355204.79,3.37E-05,15164.8874,4217474.933,5.40E-05,2002.626321,0.121406511,0.001004372,0.00018924,1.951022689,20910.59545,0.030308461,1,1584624.586,1.103411688,1,5.490667566,8301.242292,0.730753274,0.162123182,1008878.484,0.006895911,4056148.438,0.00319763,7.975168176,8.371866802,0.02900586,3582698.154,0.000256238,0.050590599,5557004.52,106.7185142,21112.44932,0.082446321,40747.23932,0.000201331,0.163259563,0.011563865,0.009776543,1108.580232,12548.64635,45395.79749,60030.30916,78490.23692,45578.71007,6361.347788,76.0073078,0.0047894,3.902253511,0.080797605
41,35.02434043,0.000100159,1750.723535,0.001251635,1,1578023.222,15.67664522,1,0.005201062,12.13471414,4575.599249,0.026412032,0,19339.24387,0.000200708,1,287215.3389,6821.900017,0.015325223,0,12.68247895,77655313.98,4.18E-05,6532755.737,58094497.56,8.18E-05,892.5382973,0.61816096,0.264105523,0.006981608,0.000213069,19123051.3,0.0055957,1,12707.66215,40.55134935,1,3.805233102,8308.562861,1.008571173,0.116910682,3654601.011,0.013904499,99921816.37,0.002792305,0.100466149,10.79779306,0.001150456,817730.6572,0.000260366,0.010002508,283434.3682,228.6234584,83190608.31,0.997168633,7688.335029,0.000100268,6.490288783,0.008792549,0.010710425,1108.366345,12687.18434,45054.46946,67901.10001,54451.00125,45856.67484,6347.870086,2.0867176,0.018603909,3.841326258,0.069111405
42,35.05876931,0.0001,55088.18578,0.001040596,1,22879.65861,53.24406439,1,0.00023524,9998.882618,2808.977367,0.070201071,0,22123.59197,0.06415555,1,17964439.85,91895.06727,0.0053147,0,20.77626184,99976157.27,3.03E-05,16812.85703,6353718.213,2.38E-05,2011.019677,0.118465358,0.001007241,0.000346255,0.000100703,17135907.53,0.000154901,1,68438.15452,29.29419512,1,6.185690694,8257.600918,0.737030516,0.165269331,82976522.53,0.052669598,1103244.853,0.00508083,0.107520363,8.414151357,0.003153674,184647.4056,0.014094446,0.011571763,610992.9934,2.309493743,980463.0243,0.350969494,37611.2996,0.000100043,0.260144106,0.011569605,0.032503979,1108.689489,12529.92236,45406.21592,60129.24074,78245.77023,45538.16538,6362.88831,47.22679026,0.023351069,3.885812938,0.082504107
43,35.06529006,0.172457803,101662.9295,0.000100282,1,1002.145845,1.164002947,1,0.081782816,3.302468623,56750.28933,0.038321023,0,18831.25568,0.532207696,1,13499459.49,69037.95047,0.003330291,0,15.24087391,99953470.98,1.01E-05,14110.14998,48748381.36,7.83E-05,1521.031436,0.272713558,0.316223055,0.00017683,0.239558376,13446471.94,0.01249477,1,33742.77142,1.070978864,1,5.703370172,7840.036959,0.777721974,0.004413927,631314.61,0.000276126,85874485.88,0.01502346,8.267150998,8.889165253,0.315647265,139606.1048,0.046997826,0.413537388,9999975.823,9602.662827,541650.4646,0.002025039,53070.34,0.000100027,0.218211834,0.012316702,0.000100042,1107.168369,12577.99159,45844.47884,60587.24432,79530.32551,44857.06972,6372.360398,35.66782359,0.093299877,4.060008941,0.083930836
44,35.10345016,0.000100003,988138.0662,0.023605025,1,189645.1934,8.740291155,1,0.006058449,2522.894326,48490.73534,0.0305176,0,31085.50879,0.340047104,1,907816.6631,461637.5952,0.00341275,0,1.870592678,10564141.51,1.00E-05,40498.82751,9878927.54,0.000284257,896.5790362,0.590564925,0.111800498,0.006226844,0.000528577,398605.7874,0.003806909,1,49330.61048,106.9066818,1,2.997242968,8413.144728,0.943697164,0.0267078,45869.94295,0.012168528,1000.327251,0.000252598,0.120899031,9.127297156,0.001931355,237807.2058,0.000100091,0.335728539,9705.29074,54.36749835,1223.871411,0.065254888,1562.14391,0.000100009,0.438757921,0.009716968,0.032094427,1109.08377,12530.00228,45395.32085,67270.06541,58606.53968,46151.1726,6365.375526,2.546702473,0.003216828,3.901924125,0.083728513
45,35.12717274,0.000100002,879553.1737,0.000102439,1,2268.683383,1.00000943,1,0.000406857,3313.994246,99999806.58,0.0001,0,66787.70496,0.000103135,1,834916.6848,1000.000023,0.068428005,0,2.0667559,99946750.78,2.67E-05,1888995.268,17215101.59,9.13E-05,863.023616,0.642899962,0.316226703,0.000100056,60.24661212,1018.062358,0.013711915,1,2734.689795,1.000273412,1,5.154643566,8613.87331,0.968559644,0.120476602,1000.198249,0.017634796,1000.425816,0.000448787,0.598657538,11.48344197,0.001251979,4646862.158,0.000111713,0.012931392,297992.518,5930.45507,223467.3711,0.002939267,1001.182523,0.000153383,9.851936955,0.008654969,0.384542292,1107.320576,12683.06622,45528.28802,68133.04518,55626.39047,45454.07247,6365.788129,2.130807889,0.117334178,3.98488327,0.073326534
46,35.17939353,0.000100361,12586.55796,0.001145779,1,1524.239423,287.6328338,1,0.000193702,7385.037926,5219.724845,0.032666096,0,37941.74929,0.000100105,1,3235397.533,2895.104871,0.039338454,0,1.063371631,81752787.58,2.53E-05,40243.26143,9431294.364,1.14E-05,1559.606189,0.290425984,0.001810109,0.000415659,0.001459723,480995.5628,0.001142167,1,923274.1579,1.375476421,1,6.941249737,8070.544193,0.758620178,0.018927542,17179024.14,0.086769621,1000.003132,0.001194625,4.065236629,7.40256194,0.001093425,136496.7654,0.000177897,0.016750327,35354.80449,73.51790454,10547.05692,0.015199499,804538.7752,0.000457834,0.300262959,0.012236948,0.000151599,1108.794875,12560.86969,45335.07933,59998.81459,79719.69528,45989.11582,6358.161866,22.59374849,0.1484641,4.039757259,0.084930611
47,35.19344438,0.002281497,393321.1316,0.000129572,1,1000.036266,4.352830741,1,0.024070441,17.8129804,23971.34266,0.036980266,0,131848.3138,0.00042564,1,2371024.655,1331.26229,0.088520405,0,1.822550791,35804846.81,4.34E-05,7787160.393,25881288.86,0.000192018,847.4175812,0.650131606,0.004271105,0.001881081,2667.368327,6742327.283,0.021524003,1,60137.24938,1.090154972,1,241.2318625,7947.336098,1.098217652,0.003106078,14334.66375,0.025165222,62023131.55,0.004669311,2.57553016,12.04072507,0.134258892,177762.5616,0.001453162,0.214412366,57700.92296,201.5703593,46458.33808,0.142612263,10814.59475,0.000100014,0.133261393,0.008643806,0.00019477,1106.051808,12638.71265,45454.05677,68588.41864,54143.77472,45390.87869,6364.756159,2.120348952,0.065228309,3.88582636,0.082359756
